title,polarity,timestamp
RT Honestie was 14 #COVID19 took her life but her legacy of change will live on In 2017 at 11 she was handcuffed by p…,pos,2020-11-26 00:37:17+00:00
How about you step outside of yourself for a minute and ask yourself how you can encourage the world while we are all drowning in a Pandemic #gratitude #BeSafeHelpOthers #entitlement #COVID19 #COVIDCanada #Covid19usa #SocialDistancing #WearAMask,neu,2020-11-26 00:46:33+00:00
RT Jamaica has recorded four additional #COVID19 related deaths and 66 new cases of the virus in the last 24 hours. https…,pos,2020-11-26 00:38:35+00:00
RT _A_Spencer #COVID19 data reporting will be delayed &amp incomplete over the holiday weekend This is the last good look on where we…,pos,2020-11-26 00:50:26+00:00
RT Nos hubiera gustado realizar este evento como anteriormente se hacía pero la pandemia a causa del #COVID19 no lo permite a…,neu,2020-11-26 00:53:09+00:00
Instead of the traditional “over the river and through the woods to grandmother's house we go this year we should gather virtually to help keep everyone safe from exposure to #COVID19 Learn more https://t.co/qKLcoV647O,pos,2020-11-26 01:00:01+00:00
RT Conferencia de Prensa #COVID19 25 de noviembre de 2020 #GraciasPorCuidarnos,neu,2020-11-26 00:59:09+00:00
"268,114 #COVID19 Deaths on YOUR watch over a quarter of a million YOU are responsible for a record 168,410 New Cases &amp 2,196 Deaths already today! Corrupt #POTUS45 FAILED to protect Americans. https://t.co/E3IjbWAWgW",neg,2020-11-26 00:10:15+00:00
RT My #Missouri #COVID19 tracking site has been fully updated (including nursing home data for Wednesday 11/25 https://t.…,neu,2020-11-26 01:01:04+00:00
RT BREAKING—Wyoming Governor Mark Gordon tests positive for #COVID19 ➡ 4 days ago Same governor forgoes mask mandate htt…,pos,2020-11-26 00:52:51+00:00
Just had a driver come to my door with no mask on and stood less than three feet away from me to drop packages off Some people don't want to wear masks I get it However your rights end where my safety begins and I am immunocompromised #COVID19 #masks #UPS,neg,2020-11-26 01:02:23+00:00
RT On Wednesday the Chinese mainland reported 21 new #COVID19 cases 9 local infections 306 active cases in total incl…,pos,2020-11-26 01:02:24+00:00
At the intersection of the stupid and the funny #COVID19 #NewYork,neg,2020-11-26 01:03:16+00:00
"Deleted lead tweet on today's Twitter thread because I transposed the total #COVID19 fatalities. Today in BC 738 new #COVID19 cases 7,616 active cases (-116) 294 in hospital (+10) 61 are critical (-) 13 additional Covid deaths total is now 371.",pos,2020-11-26 01:04:08+00:00
#votedream #BejingBiden #2020Election #AuditTheVote #Gettysburg #CountEveryLegalVote #COVID19 https://t.co/WK0zYeT8y6,neu,2020-11-26 01:03:01+00:00
RT そうなんですか？？🤔 ⬇️ 日本 #COVID19 が、空中拡散であることをずっと以前から受け入れてきていた。 そして科学者は換気が鍵であると言っている。 Japan has long accepted COVID's airborne…,neg,2020-11-26 01:02:58+00:00
RT My #Missouri #COVID19 tracking site has been fully updated (including nursing home data for Wednesday 11/25 https://t.…,neu,2020-11-26 01:04:56+00:00
RT De dentro da UTI 80 de ocupação #COVID19 #Covid_19 #COVIDSecondWave,neu,2020-11-26 01:05:44+00:00
RT City of San Antonio and Bexar County impose Thanksgiving weekend curfew to help curb the spread of #COVID19 https://t.co/zLru…,neu,2020-11-26 00:47:29+00:00
RT Existe mucha desinformación acerca de la vacuna contra el #COVID19 que va a imponer el Gobierno a nuestros mayores Hay teorías…,neu,2020-11-26 01:06:51+00:00
¿Y el #COVID19 La sana distancia ¿Dónde qued la inteligencia?,neu,2020-11-26 00:58:12+00:00
Inna lillahi wa inna ilayhi raji'un #RIP #bradford #WestYorkshire #COVID19 https://t.co/L54u04ZBD5,neu,2020-11-26 01:06:55+00:00
RT _A_Spencer #COVID19 data reporting will be delayed &amp incomplete over the holiday weekend This is the last good look on where we…,pos,2020-11-26 01:06:16+00:00
RT _mx Conferencia de Prensa #COVID19 25 de noviembre de 2020 #GraciasPorCuidarnos https://t.co/tCDjGBpw2s,neu,2020-11-26 01:08:11+00:00
RT _Aauw Pasien positif #COVID19 meninggal keluarga menolak prosedur pemulasaraan jenazah khusus. Tak lama 2 amil jenazah sakit…,neu,2020-11-26 01:14:24+00:00
RT #China's film and TV production gets back on track amid #COVID19 more https://t.co/DR0PDGzpes,pos,2020-11-26 01:11:05+00:00
Get an ATTORNEY #TEACHers #teachertwitter #uft #parenting #COVIDIOT #COVID19 #NegligentHomicide #COVIDSecondWave,neu,2020-11-26 01:13:16+00:00
We talking about practice We talking about preaching? Or NOT practicing what you preach? #COVID19 #Denver,neu,2020-11-26 00:54:44+00:00
RT BREAKING—Wyoming Governor Mark Gordon tests positive for #COVID19 ➡ 4 days ago Same governor forgoes mask mandate htt…,pos,2020-11-26 01:05:58+00:00
RT Con profundo dolor informamos al pueblo de México que el Dr Mireles perdi la vida en la lucha contra el #COVID19. Su gr…,neu,2020-11-26 01:14:42+00:00
RT Con profundo dolor informamos al pueblo de México que el Dr Mireles perdi la vida en la lucha contra el #COVID19. Su gr…,neu,2020-11-26 01:14:53+00:00
RT Con profundo dolor informamos al pueblo de México que el Dr Mireles perdi la vida en la lucha contra el #COVID19. Su gr…,neu,2020-11-26 01:15:30+00:00
RT If you lost someone because of #COVID19 we can personalize a flag to honor them Please fill out this form https://t.…,neu,2020-11-26 01:14:35+00:00
RT Con profundo dolor informamos al pueblo de México que el Dr Mireles perdi la vida en la lucha contra el #COVID19. Su gr…,neu,2020-11-26 01:15:53+00:00
Curfew announced in San Antonio 10pm just stay home #COVID19,neu,2020-11-26 01:17:49+00:00
RT Con profundo dolor informamos al pueblo de México que el Dr Mireles perdi la vida en la lucha contra el #COVID19. Su gr…,neu,2020-11-26 01:16:26+00:00
RT Con profundo dolor informamos al pueblo de México que el Dr Mireles perdi la vida en la lucha contra el #COVID19. Su gr…,neu,2020-11-26 01:17:05+00:00
RT Se confirmaron 76 nuevos casos de #COVID19 para un acumulado de 8 mil 026 en #Cuba 421 casos activos 418 con evolución cl…,neu,2020-11-26 01:17:26+00:00
RT El plasma en un RCT no demostr beneficio en mortalidad en pacientes #COVID19 a 30 días Estudio realizado en LATAM 🇦🇷 Medi…,neu,2020-11-26 01:17:27+00:00
RT New #COVID19 restrictions come into effect tonight at 12:01 a.m Here is a message from Chief Stay info…,pos,2020-11-26 01:17:58+00:00
RT Con profundo dolor informamos al pueblo de México que el Dr Mireles perdi la vida en la lucha contra el #COVID19. Su gr…,neu,2020-11-26 01:19:43+00:00
#COVID19 #FlynnPardon,neu,2020-11-26 01:22:22+00:00
RT Con profundo dolor informamos al pueblo de México que el Dr Mireles perdi la vida en la lucha contra el #COVID19. Su gr…,neu,2020-11-26 01:17:50+00:00
RT City of San Antonio and Bexar County impose Thanksgiving weekend curfew to help curb the spread of #COVID19 https://t.co/zLru…,neu,2020-11-26 01:21:34+00:00
लो सर्जिक मास् क दोबार भ लगात है क्य य सह है #IndiaFightsCorona #COVID19 _India,neu,2020-11-26 01:23:15+00:00
RT What a privilege it must be to only fear death by #COVID19 Baltimore City’s murder rate is 10x the national average.,neg,2020-11-26 01:23:11+00:00
RT La afirmación del presidente Lenín Moreno de que la vacuna contra la #COVID19 estaría disponible en Ecuador en enero causa…,neu,2020-11-26 01:21:38+00:00
RT SOUTH DAKOTA—CEO of Sanford Health resigns after telling employees he wouldn't wear a mask because he already had #COVID19.…,neu,2020-11-26 01:22:36+00:00
RT What a privilege it must be to only fear death by #COVID19 Baltimore City’s murder rate is 10x the national average.,neg,2020-11-26 01:24:07+00:00
RT What a privilege it must be to only fear death by #COVID19 Baltimore City’s murder rate is 10x the national average.,neg,2020-11-26 01:25:12+00:00
RT What a privilege it must be to only fear death by #COVID19 Baltimore City’s murder rate is 10x the national average.,neg,2020-11-26 01:26:25+00:00
RT Conferencia de prensa de la _mx Actualización del #COVID19 en México Miércoles 25 de noviembre de 2020 https://t.co…,neu,2020-11-26 01:23:59+00:00
RT What a privilege it must be to only fear death by #COVID19 Baltimore City’s murder rate is 10x the national average.,neg,2020-11-26 01:28:15+00:00
RT Premier w #KPRM Osocze mog odda osoby pomiędzy 18 a 65 r ż. które przeszły #COVID19 i czuj si zdrowe.,neu,2020-11-26 01:29:28+00:00
RT BREAKING—Wyoming Governor Mark Gordon tests positive for #COVID19 ➡ 4 days ago Same governor forgoes mask mandate htt…,pos,2020-11-26 01:29:13+00:00
"Another 778,000 Americans applied for unemployment benefits last week as rising numbers in 2nd straight week shows US economy job market remain under #COVID19 strain https://t.co/Tjpk8nx3tQ",pos,2020-11-26 01:30:17+00:00
RT Many Americans will be spending the holidays alone as #COVID19 forces restrictions on gatherings Director George…,pos,2020-11-26 01:29:41+00:00
This really is infuriating Earlier today I spoke to an Australian who told me there hasn't been local transmission where he is for over *three weeks* Goes to show managing #COVID19 is possible We in the US have just failed at it.,neg,2020-11-26 01:21:51+00:00
RT Is your #COVID19 test really negative Let Joe Know investigates claims of fake inaccurate tests https://t.co/TaUoR1TJ03 #abc1…,neg,2020-11-26 01:28:56+00:00
(Their responses re various #COVID19 deaths) He was fat &amp would die someday anyway She had diabetes You can’t blame COVID19! Most had high blood pressure so... He broke his leg Hospital tested for COVID &amp it was positive He died on a ventilator The COD was a broken leg!,pos,2020-11-26 01:30:36+00:00
RT दिल्ल मे नही रु रह कोरोन क विस्फोट बीत ए दि मे हु 99 लोगो क मौत #Delhi #COVID19 https://t.co/3Vwk0282T0,neu,2020-11-26 01:28:47+00:00
Thoughts and prayers. #COVID19 Nice of the tax payers to pay for your medical care. #WearAMask,pos,2020-11-26 01:07:06+00:00
RT _Ground It's time Join us for a national discussion on #COVID19 and the impact on our country Thursday December 3rd We'll…,neu,2020-11-26 01:31:08+00:00
RT What a privilege it must be to only fear death by #COVID19 Baltimore City’s murder rate is 10x the national average.,neg,2020-11-26 01:31:46+00:00
Taylor Swift is singing on tv and all these assholes decide that traveling during a pandemic is the best option #COVID19 #folkloreOnDisneyPlus,pos,2020-11-26 01:31:28+00:00
"RT ""Violence against women and girls is a global human rights challenge The #COVID19 pandemic has further exposed this issue as a glo…",neu,2020-11-26 01:31:10+00:00
RT What a privilege it must be to only fear death by #COVID19 Baltimore City’s murder rate is 10x the national average.,neg,2020-11-26 01:32:35+00:00
RT Con profundo dolor informamos al pueblo de México que el Dr Mireles perdi la vida en la lucha contra el #COVID19. Su gr…,neu,2020-11-26 01:32:03+00:00
RT Con profundo dolor informamos al pueblo de México que el Dr Mireles perdi la vida en la lucha contra el #COVID19. Su gr…,neu,2020-11-26 01:32:20+00:00
RT Con profundo dolor informamos al pueblo de México que el Dr Mireles perdi la vida en la lucha contra el #COVID19. Su gr…,neu,2020-11-26 01:33:31+00:00
#23Noviembre20 #Venezuela #Yaracuy #Salud #COVID19 #Comunidad #Economía Venezuela supera los 100 mil contagios de COVID-19 solo 4285 activos Hoy se registran 308 nuevos casos https://t.co/v5HDbxM6SR,neu,2020-11-26 01:33:41+00:00
RT What a privilege it must be to only fear death by #COVID19 Baltimore City’s murder rate is 10x the national average.,neg,2020-11-26 01:34:25+00:00
RT What a privilege it must be to only fear death by #COVID19 Baltimore City’s murder rate is 10x the national average.,neg,2020-11-26 01:34:56+00:00
RT Con profundo dolor informamos al pueblo de México que el Dr Mireles perdi la vida en la lucha contra el #COVID19. Su gr…,neu,2020-11-26 01:34:41+00:00
Mink infected with a mutated strain of #COVID19 in Denmark appear to be rising from the dead igniting a national frenzy and calls from local officials to cremate mink carcasses,neg,2020-11-26 01:37:08+00:00
At WISH #COVID19 has forced many participants to choose between their safety and income Imagine having to choose between being safe or being able to eat or having a place to sleep,pos,2020-11-26 01:35:27+00:00
RT Con profundo dolor informamos al pueblo de México que el Dr Mireles perdi la vida en la lucha contra el #COVID19. Su gr…,neu,2020-11-26 01:37:53+00:00
RT SOUTH DAKOTA—CEO of Sanford Health resigns after telling employees he wouldn't wear a mask because he already had #COVID19.…,neu,2020-11-26 01:36:52+00:00
RT De dentro da UTI 80 de ocupação #COVID19 #Covid_19 #COVIDSecondWave,neu,2020-11-26 01:37:55+00:00
_ Hospitals are not prepared for the onslaught of #ransomware attacks amidst #COVID19 We need leaders willing to fight hackers HEAD-ON step-up &amp guarantee basic digital protections for medical workers Votes YES on #HACTAct! https://t.co/QY44vYeaor,pos,2020-11-26 01:40:05+00:00
RT What a privilege it must be to only fear death by #COVID19 Baltimore City’s murder rate is 10x the national average.,neg,2020-11-26 01:41:08+00:00
RT NEW Announcing Texas #COVID19 vaccine allocation process which is expected to begin statewide as early as next month. Th…,pos,2020-11-26 01:39:09+00:00
RT Debido a la pandemia de #COVID19 pasamos más tiempo en internet Asegurémonos de que nuestras plataformas sean seguras y…,neu,2020-11-26 01:38:53+00:00
RT Con profundo dolor informamos al pueblo de México que el Dr Mireles perdi la vida en la lucha contra el #COVID19. Su gr…,neu,2020-11-26 01:41:24+00:00
RT Con profundo dolor informamos al pueblo de México que el Dr Mireles perdi la vida en la lucha contra el #COVID19. Su gr…,neu,2020-11-26 01:42:06+00:00
RT Segundo día consecutivo en que se superan los 10 mil nuevos casos de #COVID19 reportados en 24 hrs Son los dos días c…,neu,2020-11-26 01:42:22+00:00
"RT Al 25 de noviembre de 2020 hay 1,070,487 casos confirmados #COVID19 Se han registrado 1,293,654 negativos 103,597 defuncion…",neu,2020-11-26 01:44:23+00:00
RT City of San Antonio and Bexar County impose Thanksgiving weekend curfew to help curb the spread of #COVID19 https://t.co/zLru…,neu,2020-11-26 01:38:27+00:00
RT #ÚLTIMAHORA En las últimas 24 horas México sum 10 mil 335 casos nuevos y 858 muertes por #COVID19 para un total de…,neu,2020-11-26 01:44:47+00:00
RT Con profundo dolor informamos al pueblo de México que el Dr Mireles perdi la vida en la lucha contra el #COVID19. Su gr…,neu,2020-11-26 01:45:30+00:00
RT BREAKING—Wyoming Governor Mark Gordon tests positive for #COVID19 ➡ 4 days ago Same governor forgoes mask mandate htt…,pos,2020-11-26 01:44:38+00:00
"Con el respaldo de el personal de #Prefectura realiz la toma de pruebas #COVID19 a los miembros de la #Asociación ""Cautivo"" https://t.co/m0UtMtYbc1",neu,2020-11-26 01:48:50+00:00
RT BREAKING—Wyoming Governor Mark Gordon tests positive for #COVID19 ➡ 4 days ago Same governor forgoes mask mandate htt…,pos,2020-11-26 01:46:03+00:00
RT El personal sanitario de #México que ha luchado sin descanso desde el inicio de la pandemia contra el #COVID19 hoy se e…,neu,2020-11-26 01:51:07+00:00
RT Please be safe Indian Country #COVID19 cases surging close to 100K total and highest new cases per day yet Recommen…,pos,2020-11-26 01:30:40+00:00
RT Conferencia de Prensa #COVID19 25 de noviembre de 2020 #GraciasPorCuidarnos,neu,2020-11-26 01:53:50+00:00
Luang Prabang Film Festival next week Don't these films by Southeast Asian directors look fascinating These creative events keep the livelihoods going during this pandemic.👏👍 #LuangPrabag #Laos #SoutheastAsia #COVID19 #Livelihoods #Creativity,pos,2020-11-26 01:54:31+00:00
RT Con profundo dolor informamos al pueblo de México que el Dr Mireles perdi la vida en la lucha contra el #COVID19. Su gr…,neu,2020-11-26 01:50:25+00:00
RT What a privilege it must be to only fear death by #COVID19 Baltimore City’s murder rate is 10x the national average.,neg,2020-11-26 01:51:57+00:00
The Real Reason Why Everyone Is Scared of COVID-19 Death #COVID19,pos,2020-11-26 01:55:43+00:00
"RT From Brexit to the fight against #COVID19, From our EU budget to the fight against terrorists, It is when we manage to j…",neu,2020-11-26 01:55:26+00:00
RT Con profundo dolor informamos al pueblo de México que el Dr Mireles perdi la vida en la lucha contra el #COVID19. Su gr…,neu,2020-11-26 01:56:30+00:00
RT What a privilege it must be to only fear death by #COVID19 Baltimore City’s murder rate is 10x the national average.,neg,2020-11-26 01:57:23+00:00
RT Con profundo dolor informamos al pueblo de México que el Dr Mireles perdi la vida en la lucha contra el #COVID19. Su gr…,neu,2020-11-26 01:57:07+00:00
The only thing DIRTY is FAKE NEWS AND BIG TECH who attempted to STEAL ELECTION by spreading FALSE INFO faster than #COVID19 PLANNED PANDEMIC started in Obama/gates funded WUHAN VIRUS LAB 🛑,neg,2020-11-26 01:46:35+00:00
RT BREAKING—Wyoming Governor Mark Gordon tests positive for #COVID19 ➡ 4 days ago Same governor forgoes mask mandate htt…,pos,2020-11-26 01:59:00+00:00
RT #IOW #KomunikasiKita #PKPB #JanganLekaDanAlpa #KitaJagaKita #KitaMestiMenang #NormaBaharu #COVID19 #coronavirus #KLCeria #C…,neu,2020-11-26 02:00:14+00:00
#COVID19 #virtualDJ #dance #live #Chicago #Trending #johnnylooch #Livestream Johnny Looch featured in listen in #NowStreaming #live #Periscope,pos,2020-11-26 01:58:12+00:00
_arthur Let’s not forget how #DougFord PC government failed to order enough flu shots for the residence of Ontario especially during #COVID19 pandemic! Just as bad as Doug Ford’s unreadable Q-Tip blue license plates. #onpoli #PCPO #COVID19Ontario #NoAccountability #NotForThePeople,neg,2020-11-26 02:00:23+00:00
Make this go viral AUSTRALIA is out of control And the rest of us are not far behind them Police powers need to be scaled RIGHT BACK There should be prosecution for this act of deadly force #Australia #Melbourne #COVID19 #Covid1984,neg,2020-11-26 02:00:52+00:00
RT Balance #COVID19 ➡️➡️ IG https://t.co/ZO21xqTwwp FB https://t.co/hNMp0wG9Ej #25Nov #ProduciendoYVenciendo,neu,2020-11-26 02:00:23+00:00
RT NEW The latest on what is by far the most-read story in the today #onpoli #COVID19 https://t.co/UvnS8S…,pos,2020-11-26 01:55:54+00:00
RT BREAKING—Wyoming Governor Mark Gordon tests positive for #COVID19 ➡ 4 days ago Same governor forgoes mask mandate htt…,pos,2020-11-26 01:47:25+00:00
Décès #COVID19 au Canada : Nouveau-Brunswick 1/4 Manitoba ✈️ Colombie-Britannique ✈️1/2 Alberta ✈️✈️ Ontario ✈️✈️✈️✈️✈ ✈️✈️✈️✈️✈ ✈️✈️✈️✈️ Québec ✈️✈️✈️✈️✈ ✈️✈️✈️✈️✈ ✈️✈️✈️✈️✈ ✈️✈️✈️✈️✈ ✈️✈️✈️✈️✈ ✈️✈️✈️ ✈️ 250,neu,2020-11-26 02:04:56+00:00
RT Con profundo dolor informamos al pueblo de México que el Dr Mireles perdi la vida en la lucha contra el #COVID19. Su gr…,neu,2020-11-26 02:00:56+00:00
RT What a privilege it must be to only fear death by #COVID19 Baltimore City’s murder rate is 10x the national average.,neg,2020-11-26 02:03:57+00:00
ICYMI my new #RealityChek post reported that the #trade figures in today's latest official look at US #GDP growth again show how dramatically the #CCPVirus &amp related curbs have distorted the data and economic performance #economy #recession #COVID19,pos,2020-11-26 02:04:20+00:00
La cadena nacional ser para aclarar las dudas de la población sobre el proceso de vacunación contra el #COVID19.,neu,2020-11-26 02:07:53+00:00
Americans continue to die and the #CorruptAndComplicitGOP does nothing. #TrumpVirus #COVID19,neu,2020-11-26 02:00:36+00:00
RT Con profundo dolor informamos al pueblo de México que el Dr Mireles perdi la vida en la lucha contra el #COVID19. Su gr…,neu,2020-11-26 02:05:58+00:00
sulking selfish stupid refuses to note the poignance of the day gives the address that a President of the United States should give on a #Thanksgiving like no other #COVID19 #economiccollapse #racialjustice #Elections,neg,2020-11-26 02:07:10+00:00
RT Con profundo dolor informamos al pueblo de México que el Dr Mireles perdi la vida en la lucha contra el #COVID19. Su gr…,neu,2020-11-26 02:11:09+00:00
RT Another update on #COVID19 circulation in the US With today's report we're seeing an average of ~172k daily cases reported comp…,neg,2020-11-26 02:01:37+00:00
RT BREAKING—Wyoming Governor Mark Gordon tests positive for #COVID19 ➡ 4 days ago Same governor forgoes mask mandate htt…,pos,2020-11-26 02:02:55+00:00
#COVID19Colorado #COVID19,neu,2020-11-26 02:04:14+00:00
Que loco los periodistas y opinologos de turno se han olvidado del #COVID19 de los números del día y sus conteos Parece que ya no existe más el virus Ayer el tema del día era la 3era ola en Europa.. hoy ya no existe peligrosidad Todo muy coherente.,neu,2020-11-26 02:12:22+00:00
"RT So damn sobering—the deceased remains of ~650 #COVID19 patients are still in refrigerated morgue trucks in NY months later,…",neu,2020-11-26 02:11:44+00:00
RT Con profundo dolor informamos al pueblo de México que el Dr Mireles perdi la vida en la lucha contra el #COVID19. Su gr…,neu,2020-11-26 02:12:22+00:00
RT conoce los síntomas de la enfermedad #COVID19,neu,2020-11-26 02:12:47+00:00
#COVID19 #DictaduraDigital #Orwell1984 #DictaduraSanitaria,neu,2020-11-26 02:13:49+00:00
RT Con profundo dolor informamos al pueblo de México que el Dr Mireles perdi la vida en la lucha contra el #COVID19. Su gr…,neu,2020-11-26 02:13:28+00:00
Really 2020 REALLY?! Zombie #COVID19 minks (Please Sweet Fake Baby Jeebuss let somebody give Melanoma and I-wanka Danish Zombie Mink coats for Christmas! 😆😆 https://t.co/uS5mQn8rGq,pos,2020-11-26 02:15:31+00:00
"RT ""El Salvador hoy por hoy todavía tiene el 70 de su capacidad instalada para la atención de pacientes de #COVID19"" Pr…",neu,2020-11-26 02:16:39+00:00
RT Con profundo dolor informamos al pueblo de México que el Dr Mireles perdi la vida en la lucha contra el #COVID19. Su gr…,neu,2020-11-26 02:17:08+00:00
